title,label
[Client] DataBridge Sync,client
PI Planning - Horizon,planning
Platform Offsite Q2,workshop
Nexus Daily Standup,standup
ML Volunteering,social
EduBase x Backend Sync,client
[All Hands] May 23,all_hands
Frontend standup (Q4),standup
Engineering Social Q4,social
Engineering Cooking Class,social
Nexus Scrum Apr 25,standup
Apex Daily Standup,standup
Design DSU,standup
[Interview] Kevin Brown - Eng,interview
ML Town Hall - Q4 2024,all_hands
FinServ POC Kickoff,client
Zephyr Brainstorm,workshop
Forge Roadmap,planning
DataBridge Call,client
Design / Infra Standup,standup
Weekly: Kevin / Uma,one_on_one
Infra standup (W09),standup
Backend Backlog Grooming,planning
Scrum - Legal,standup
1-1: Carlos & Alex,one_on_one
QA DSU 01/09,standup
Priya 1:1,one_on_one
POC Sprint Daily,standup
Yusuf Farewell Drinks,social
Leadership AMA,all_hands
Wendy - Onsite,interview
Eng Celebration,social
DataBridge x Data Sync,client
Frontend Deep Dive - Titan,workshop
Laura Moore (Acme) Intro,client
Sam x Wendy,one_on_one
[Social] Infra Gathering,social
Bob Behavioral Interview,interview
Knowledge Share,workshop
QA Planning - W41,planning
Eng Sprint Review,planning
Recruiter Screen: Ethan,interview
Bob Farewell Drinks,social
Capacity Planning,planning
Tara Brown | Technical Round,interview
Dev Standup - 10/07,standup
Forge Kickoff,planning
Product Planning,planning
Orion v2 Planning,planning
[Workshop] Legal x Data,workshop
GlobalTech Onboarding,client
Sync: Taylor / Zoe,one_on_one
Legal DSU 2024-09-04,standup
HealthFirst Weekly Sync,client
QA Sprint Retro,planning
OpenPath x ML Sync,client
OKR Milestone Planning,planning
Security Volunteering,social
Company All Hands - 2024-02-03,all_hands
Data Sprint Retro,planning
Ethan Brown <> Taylor Davis,one_on_one
[Alpha] Sprint Planning,planning
PI Planning - Zephyr,planning
Zoe 1:1,one_on_one
Hiring: Jordan Anderson (Staff),interview
Growth OKR Planning,planning
Annual Company Meeting,all_hands
Laura / Uma,one_on_one
OpenPath Monthly Review,client
Catch up: Ethan & Priya,one_on_one
Nina Farewell Drinks,social
Hannah Coding Interview,interview
Legal standup (Nov 04),standup
Team Standup - Feb 11,standup
Eng Standup,standup
RetailCo POC Update,client
Diana Behavioral Interview,interview
Orion Milestone Check,planning
Design standup (07/12),standup
Annual Growth Offsite,workshop
Legal All-Hands (08/15),all_hands
1:1 Fatima / Victor,one_on_one
Uma Farewell Drinks,social
Design Workshop,workshop
Annual QA Planning,planning
Bob Phone Screen,interview
Legal Strategy - 2024-01-25,planning
Sales Stand-up,standup
Rachel Patel | Round 1,interview
Catch up: Priya & Zoe,one_on_one
SWE Interview: Zoe Moore,interview
Interview: Yusuf - Final,interview
RetailCo Onboarding Q3,client
DevOps Social,social
Ops Daily,standup
Finance / Ops Standup,standup
Tara Technical Screen,interview
Sales Interview: Morgan Chen,interview
[Workshop] ML x Growth,workshop
[Workshop] Legal x Engineering,workshop
HM Interview: Casey,interview
1on1 - Ivan,one_on_one
Ethan Kim | Round 1,interview
Marcus x Laura,one_on_one
v2 Architecture Review,workshop
Weekly: Priya / Julia,one_on_one
[Workshop] DevOps x Backend,workshop
Marketing Town Hall - Q1 2025,all_hands
RetailCo Onboarding Q4,client
R&D Hackathon,workshop
GlobalTech Review,client
Casey 1:1,one_on_one
[All Hands] Jun 03,all_hands
Monthly ML Planning,planning
[1:1] Quinn - Sam,one_on_one
Sales Offsite Dinner,social
DevOps Strategy - Q4,planning
Sam / Bob,one_on_one
Data Brainstorm: Zephyr,workshop
PI Planning - 2024,planning
Forge Architecture Review,workshop
SkyLine Onboarding,client
[Marketing] Daily,standup
Innovation Workshop,workshop
MVP Design Review,workshop
External: GlobalTech Call,client
POC Launch All Hands,all_hands
Bob & Ethan,one_on_one
[1:1] Riley - Diana,one_on_one
Design Sprint,workshop
Product All Hands - Q4,all_hands
AMA Session,all_hands
Daily Growth Sync,standup
Quinn - Take-home Review,interview
DevOps standup (Oct 16),standup
v2 Sprint Sync,standup
PI Planning,planning
Casey Taylor - Interview,interview
Q3 All Hands,all_hands
L&L: Phoenix,workshop
OpenPath Kickoff,client
Ethan Johnson (RetailCo) Intro,client
Product Sprint Planning,planning
Design OKR Check-in,planning
EOD HR Sync,standup
Platform All Hands,all_hands
Marketing Deep Dive - Vega,workshop
1-1: Alice & Omar,one_on_one
OpenPath Pulse Update,client
Frontend Backlog Grooming,planning
Frontend standup (Jan 24),standup
Weekly Company Sync,all_hands
Annual Town Hall,all_hands
Ops All Hands,all_hands
AM Sync,standup
Sales Town Hall - Q1 2024,all_hands
Security All-Hands (11/26),all_hands
GlobalTech Onboarding Q2,client
George & Ivan,one_on_one
Recruiter Screen: Diana,interview
Hackathon,workshop
Marketing DSU 2024-04-07,standup
1:1 Nina / Alice,one_on_one
v3 v2 Planning,planning
[Nexus] Sprint Planning,planning
Interview: Morgan - Round 1,interview
Victor & Kevin,one_on_one
ML Offsite,workshop
Omar / Alex,one_on_one
Fireside Chat,all_hands
Marketing standup (W15),standup
Data All-Hands (2024-04-08),all_hands
Interview: Riley - Round 1,interview
Infra Deep Dive - Helix,workshop
Vega Launch All Hands,all_hands
Uma Davis (CloudNine) Intro,client
Recruiter Screen: George,interview
Catch up: Uma & Morgan,one_on_one
Catch up: Marcus & Taylor,one_on_one
Interview: Kevin - Round 1,interview
Finance Roadmap 2024-08-27,planning
HR / Engineering Standup,standup
Xiang - Onsite,interview
Titan Sprint Daily,standup
OpenPath Onboarding,client
Phoenix Architecture Review,workshop
HM Interview: Rachel,interview
[Interview] Carlos Garcia - Data,interview
Xiang Martinez | Technical Round,interview
Design Interview: Marcus Taylor,interview
Recruiter Screen: Julia,interview
Annual Platform Offsite,workshop
Ivan Technical Screen,interview
Ops Tea Time,social
Product Standup,standup
Morning Design Sync,standup
Sync: Hannah / Diana,one_on_one
Ethan 1:1,one_on_one
Tara Check-in,one_on_one
Frontend Workshop,workshop
Ops OKR Check-in,planning
Helix Launch All Hands,all_hands
[Eng] Daily,standup
Training: Security,workshop
Carlos Chen Interview,interview
Client Onboarding,client
Data Offsite,workshop
Acme Review,client
Backend Deep Dive,workshop
Interview: George - Onsite,interview
NetCore Intro Call,client
Alice Check-in,one_on_one
[1:1] Ivan - Tara,one_on_one
SkyLine — Executive Review,client
ML Planning,planning
Hiring Manager Interview: Rachel,interview
[Social] Product Gathering,social
Product / Eng Standup,standup
Coffee: Wendy & Victor,social
Weekly: Carlos / Xiang,one_on_one
Carlos Lee - Interview,interview
Design Tea Time,social
Ethan Behavioral Interview,interview
Annual HR Offsite,workshop
Training: Agile,workshop
Weekly 1:1 Sam,one_on_one
Design Interview: Hannah,interview
Debrief: Sam PM Interview,interview
Kevin Brown - Interview,interview
QA Sprint Kickoff,planning
Security Deep Dive,workshop
External: GlobalTech Sync,client
Rachel & Yusuf,one_on_one
[Workshop] HR x Growth,workshop
External: HealthFirst Sync,client
CloudNine Review,client
Zoe Thomas (HealthFirst) Call,client
Fatima Martinez <> Xiang Kim,one_on_one
Hannah - Take-home Review,interview
Casey Taylor (CloudNine) Call,client
Taylor x George,one_on_one
Weekly 1:1 Tara,one_on_one
RetailCo Check-in,client
Infra Offsite,workshop
Morgan - Onsite,interview
Go-to-Market Planning,planning
Infra Social Q4,social
Sync: Tara / Ivan,one_on_one
Legal Social 2024-07-12,social
Coffee: Rachel & Kevin,social
Engineering Strategy - 2024-09-14,planning
DevOps Roadmap 2024-09-20,planning
Catch up: Wendy & Bob,one_on_one
Q3 v2 Planning,planning
Morning ML Sync,standup
1:1 Rachel / Fatima,one_on_one
Team Standup - 2024-06-08,standup
Marketing Brainstorm: Q3,workshop
Product Daily,standup
DS,standup
Strategy Workshop,workshop
Nina Smith <> Diana Taylor,one_on_one
HR Town Hall - Q1 2025,all_hands
Ops Social Q4,social
Sam Behavioral Interview,interview
Morgan 1:1,one_on_one
HealthFirst Partnership Discussion,client
Backend standup (W31),standup
Catch up: Laura & Uma,one_on_one
External: OpenPath Sync,client
Ops Town Hall - Q3 2025,all_hands
Growth Town Hall,all_hands
Quinn Martinez <> Tara Patel,one_on_one
Frontend Stand Up,standup
Client FinServ Call,client
Recruiter Screen: Kevin,interview
Engineering Tea Time,social
Weekly Platform Check-in,standup
Board All Hands,all_hands
External: CloudNine Sync,client
Backend Sprint Planning,planning
Data Town Hall,all_hands
Ops Offsite W18,workshop
Bob x Diana,one_on_one
Sales / Frontend Standup,standup
Sync: Julia / Marcus,one_on_one
Taylor Martinez | Round 2,interview
1on1 - Taylor,one_on_one
Career Chat: Riley,one_on_one
FinServ Q2 Update,client
Onboarding Lunch,social
Hiring Manager Interview: Ethan,interview
Apex Milestone Review,planning
MVP Scrum,standup
Atlas v2 Planning,planning
Customer Discovery,client
HM Interview: Ivan,interview
Yusuf x Tara,one_on_one
GlobalTech Partnership Call,client
Frontend Planning,planning
v3 Sprint Sync,standup
[Social] Backend Hangout,social
Backend Daily W49,standup
HR Social,social
1on1 - Hannah,one_on_one
Backend Team Outing,social
Interview: Carlos - Onsite,interview
Incident Review,workshop
ML Standup,standup
Eng Town Hall,all_hands
Ops standup (08/08),standup
Sales Working Session,workshop
[All Hands] W16,all_hands
Kevin x Morgan,one_on_one
Finance Town Hall,all_hands
QA Planning - Oct 03,planning
Interview: Taylor - Round 2,interview
DevOps Town Hall W22,all_hands
Ops Roadmap Review,planning
GlobalTech Onboarding Dec 03,client
George Lee <> Alex Moore,one_on_one
Coffee: Ethan & Yusuf,social
Backend Planning - W06,planning
Quarterly Social,social
[Client] BrightEdge Call,client
Ivan Patel | Round 2,interview
Jordan & Marcus,one_on_one
Echo Daily Standup,standup
ML Daily,standup
Hiring Manager Interview: George,interview
Wendy Thomas (EduBase) Intro,client
Platform DSU Q3,standup
1:1 George / George,one_on_one
Growth Brainstorm: POC,workshop
[1:1] Kevin - Jordan,one_on_one
Marketing Interview: Taylor Brown,interview
Finance DSU 08/19,standup
RetailCo Kickoff,client
Hiring: Taylor Lee (Senior),interview
Data Daily W40,standup
Wendy Check-in,one_on_one
Legal All-Hands (Oct 16),all_hands
Platform Town Hall - Q1 2025,all_hands
Platform Roadmap Review,planning
Diana x Zoe,one_on_one
Ethan / Casey,one_on_one
